ncols	250
nrows	500
xllcorner	1.000
yllcorner	1.000
cellsize	1.000
NODATA_value	-9999.000
99.824	99.647	99.471	99.295	99.118	98.942	98.766	98.589	98.413	98.237	98.060	97.884	97.708	97.531	97.355	97.179	97.002	96.826	96.650	96.473	96.297	96.121	95.944	95.768	95.592	95.415	95.239	95.063	94.887	94.710	94.534	94.358	94.181	94.005	93.829	93.652	93.476	93.300	93.123	92.947	92.771	92.594	92.418	92.242	92.065	91.889	91.713	91.536	91.360	91.184	91.007	90.831	90.655	90.478	90.302	90.126	89.949	89.773	89.597	89.420	89.244	89.068	88.891	88.715	88.539	88.362	88.186	88.010	87.833	87.657	87.481	87.304	87.128	86.952	86.775	86.599	86.423	86.246	86.070	85.894	85.718	85.541	85.365	85.189	85.012	84.836	84.660	84.483	84.307	84.131	83.954	83.778	83.602	83.425	83.249	83.073	82.896	82.720	82.544	82.367	82.191	82.015	81.838	81.662	81.486	81.309	81.133	80.957	80.780	80.604	80.428	80.251	80.075	79.899	79.722	79.546	79.370	79.193	79.017	78.841	78.664	78.488	78.312	78.135	77.959	77.783	77.606	77.430	77.254	77.077	76.901	76.725	76.549	76.372	76.196	76.020	75.843	75.667	75.491	75.314	75.138	74.962	74.785	74.609	74.433	74.256	74.080	73.904	73.727	73.551	73.375	73.198	73.022	72.846	72.669	72.493	72.317	72.140	71.964	71.788	71.611	71.435	71.259	71.082	70.906	70.730	70.553	70.377	70.201	70.024	69.848	69.672	69.495	69.319	69.143	68.966	68.790	68.614	68.437	68.261	68.085	67.908	67.732	67.556	67.380	67.203	67.027	66.851	66.674	66.498	66.322	66.145	65.969	65.793	65.616	65.440	65.264	65.087	64.911	64.735	64.558	64.382	64.206	64.029	63.853	63.677	63.500	63.324	63.148	62.971	62.795	62.619	62.442	62.266	62.090	61.913	61.737	61.561	61.384	61.208	61.032	60.855	60.679	60.503	60.326	60.150	59.974	59.797	59.621	59.445	59.268	59.092	58.916	58.739	58.563	58.387	58.211	58.034	57.858	57.682	57.505	57.329	57.153	56.976	56.800	56.624	56.447	56.271	56.095	55.918
99.823	99.647	99.470	99.293	99.117	98.940	98.763	98.587	98.410	98.233	98.057	97.880	97.703	97.527	97.350	97.173	96.997	96.820	96.643	96.467	96.290	96.113	95.937	95.760	95.584	95.407	95.230	95.054	94.877	94.700	94.524	94.347	94.170	93.994	93.817	93.640	93.464	93.287	93.110	92.934	92.757	92.580	92.404	92.227	92.050	91.874	91.697	91.520	91.344	91.167	90.990	90.814	90.637	90.460	90.284	90.107	89.930	89.754	89.577	89.400	89.224	89.047	88.870	88.694	88.517	88.340	88.164	87.987	87.811	87.634	87.457	87.281	87.104	86.927	86.751	86.574	86.397	86.221	86.044	85.867	85.691	85.514	85.337	85.161	84.984	84.807	84.631	84.454	84.277	84.101	83.924	83.747	83.571	83.394	83.217	83.041	82.864	82.687	82.511	82.334	82.157	81.981	81.804	81.627	81.451	81.274	81.097	80.921	80.744	80.567	80.391	80.214	80.037	79.861	79.684	79.508	79.331	79.154	78.978	78.801	78.624	78.448	78.271	78.094	77.918	77.741	77.564	77.388	77.211	77.034	76.858	76.681	76.504	76.328	76.151	75.974	75.798	75.621	75.444	75.268	75.091	74.914	74.738	74.561	74.384	74.208	74.031	73.854	73.678	73.501	73.324	73.148	72.971	72.794	72.618	72.441	72.264	72.088	71.911	71.735	71.558	71.381	71.205	71.028	70.851	70.675	70.498	70.321	70.145	69.968	69.791	69.615	69.438	69.261	69.085	68.908	68.731	68.555	68.378	68.201	68.025	67.848	67.671	67.495	67.318	67.141	66.965	66.788	66.611	66.435	66.258	66.081	65.905	65.728	65.551	65.375	65.198	65.021	64.845	64.668	64.491	64.315	64.138	63.961	63.785	63.608	63.432	63.255	63.078	62.902	62.725	62.548	62.372	62.195	62.018	61.842	61.665	61.488	61.312	61.135	60.958	60.782	60.605	60.428	60.252	60.075	59.898	59.722	59.545	59.368	59.192	59.015	58.838	58.662	58.485	58.308	58.132	57.955	57.778	57.602	57.425	57.248	57.072	56.895	56.718	56.542	56.365	56.188	56.012	55.835
99.823	99.646	99.469	99.292	99.115	98.938	98.761	98.584	98.407	98.230	98.053	97.876	97.699	97.522	97.345	97.168	96.991	96.814	96.637	96.460	96.283	96.106	95.929	95.752	95.575	95.398	95.221	95.044	94.867	94.690	94.513	94.336	94.159	93.982	93.805	93.628	93.451	93.274	93.097	92.920	92.743	92.566	92.389	92.212	92.035	91.858	91.681	91.504	91.327	91.150	90.973	90.796	90.619	90.442	90.265	90.088	89.911	89.734	89.557	89.381	89.204	89.027	88.850	88.673	88.496	88.319	88.142	87.965	87.788	87.611	87.434	87.257	87.080	86.903	86.726	86.549	86.372	86.195	86.018	85.841	85.664	85.487	85.310	85.133	84.956	84.779	84.602	84.425	84.248	84.071	83.894	83.717	83.540	83.363	83.186	83.009	82.832	82.655	82.478	82.301	82.124	81.947	81.770	81.593	81.416	81.239	81.062	80.885	80.708	80.531	80.354	80.177	80.000	79.823	79.646	79.469	79.292	79.115	78.938	78.761	78.584	78.407	78.230	78.053	77.876	77.699	77.522	77.345	77.168	76.991	76.814	76.637	76.460	76.283	76.106	75.929	75.752	75.575	75.398	75.221	75.044	74.867	74.690	74.513	74.336	74.159	73.982	73.805	73.628	73.451	73.274	73.097	72.920	72.743	72.566	72.389	72.212	72.035	71.858	71.681	71.504	71.327	71.150	70.973	70.796	70.619	70.442	70.265	70.088	69.911	69.734	69.557	69.380	69.203	69.026	68.849	68.672	68.496	68.319	68.142	67.965	67.788	67.611	67.434	67.257	67.080	66.903	66.726	66.549	66.372	66.195	66.018	65.841	65.664	65.487	65.310	65.133	64.956	64.779	64.602	64.425	64.248	64.071	63.894	63.717	63.540	63.363	63.186	63.009	62.832	62.655	62.478	62.301	62.124	61.947	61.770	61.593	61.416	61.239	61.062	60.885	60.708	60.531	60.354	60.177	60.000	59.823	59.646	59.469	59.292	59.115	58.938	58.761	58.584	58.407	58.230	58.053	57.876	57.699	57.522	57.345	57.168	56.991	56.814	56.637	56.460	56.283	56.106	55.929	55.752
99.823	99.645	99.468	99.291	99.113	98.936	98.759	98.581	98.404	98.227	98.049	97.872	97.695	97.517	97.340	97.163	96.985	96.808	96.631	96.454	96.276	96.099	95.922	95.744	95.567	95.390	95.212	95.035	94.858	94.680	94.503	94.326	94.148	93.971	93.794	93.616	93.439	93.262	93.084	92.907	92.730	92.552	92.375	92.198	92.020	91.843	91.666	91.488	91.311	91.134	90.956	90.779	90.602	90.425	90.247	90.070	89.893	89.715	89.538	89.361	89.183	89.006	88.829	88.651	88.474	88.297	88.119	87.942	87.765	87.587	87.410	87.233	87.055	86.878	86.701	86.523	86.346	86.169	85.991	85.814	85.637	85.459	85.282	85.105	84.927	84.750	84.573	84.396	84.218	84.041	83.864	83.686	83.509	83.332	83.154	82.977	82.800	82.622	82.445	82.268	82.090	81.913	81.736	81.558	81.381	81.204	81.026	80.849	80.672	80.494	80.317	80.140	79.962	79.785	79.608	79.430	79.253	79.076	78.898	78.721	78.544	78.367	78.189	78.012	77.835	77.657	77.480	77.303	77.125	76.948	76.771	76.593	76.416	76.239	76.061	75.884	75.707	75.529	75.352	75.175	74.997	74.820	74.643	74.465	74.288	74.111	73.933	73.756	73.579	73.401	73.224	73.047	72.869	72.692	72.515	72.338	72.160	71.983	71.806	71.628	71.451	71.274	71.096	70.919	70.742	70.564	70.387	70.210	70.032	69.855	69.678	69.500	69.323	69.146	68.968	68.791	68.614	68.436	68.259	68.082	67.904	67.727	67.550	67.372	67.195	67.018	66.840	66.663	66.486	66.309	66.131	65.954	65.777	65.599	65.422	65.245	65.067	64.890	64.713	64.535	64.358	64.181	64.003	63.826	63.649	63.471	63.294	63.117	62.939	62.762	62.585	62.407	62.230	62.053	61.875	61.698	61.521	61.343	61.166	60.989	60.811	60.634	60.457	60.280	60.102	59.925	59.748	59.570	59.393	59.216	59.038	58.861	58.684	58.506	58.329	58.152	57.974	57.797	57.620	57.442	57.265	57.088	56.910	56.733	56.556	56.378	56.201	56.024	55.846	55.669
99.822	99.645	99.467	99.289	99.112	98.934	98.756	98.579	98.401	98.223	98.046	97.868	97.690	97.513	97.335	97.158	96.980	96.802	96.625	96.447	96.269	96.092	95.914	95.736	95.559	95.381	95.203	95.026	94.848	94.670	94.493	94.315	94.137	93.960	93.782	93.604	93.427	93.249	93.071	92.894	92.716	92.538	92.361	92.183	92.006	91.828	91.650	91.473	91.295	91.117	90.940	90.762	90.584	90.407	90.229	90.051	89.874	89.696	89.518	89.341	89.163	88.985	88.808	88.630	88.452	88.275	88.097	87.919	87.742	87.564	87.386	87.209	87.031	86.854	86.676	86.498	86.321	86.143	85.965	85.788	85.610	85.432	85.255	85.077	84.899	84.722	84.544	84.366	84.189	84.011	83.833	83.656	83.478	83.300	83.123	82.945	82.767	82.590	82.412	82.234	82.057	81.879	81.702	81.524	81.346	81.169	80.991	80.813	80.636	80.458	80.280	80.103	79.925	79.747	79.570	79.392	79.214	79.037	78.859	78.681	78.504	78.326	78.148	77.971	77.793	77.615	77.438	77.260	77.082	76.905	76.727	76.550	76.372	76.194	76.017	75.839	75.661	75.484	75.306	75.128	74.951	74.773	74.595	74.418	74.240	74.062	73.885	73.707	73.529	73.352	73.174	72.996	72.819	72.641	72.463	72.286	72.108	71.930	71.753	71.575	71.398	71.220	71.042	70.865	70.687	70.509	70.332	70.154	69.976	69.799	69.621	69.443	69.266	69.088	68.910	68.733	68.555	68.377	68.200	68.022	67.844	67.667	67.489	67.311	67.134	66.956	66.778	66.601	66.423	66.246	66.068	65.890	65.713	65.535	65.357	65.180	65.002	64.824	64.647	64.469	64.291	64.114	63.936	63.758	63.581	63.403	63.225	63.048	62.870	62.692	62.515	62.337	62.159	61.982	61.804	61.626	61.449	61.271	61.094	60.916	60.738	60.561	60.383	60.205	60.028	59.850	59.672	59.495	59.317	59.139	58.962	58.784	58.606	58.429	58.251	58.073	57.896	57.718	57.540	57.363	57.185	57.007	56.830	56.652	56.474	56.297	56.119	55.942	55.764	55.586
99.822	99.644	99.466	99.288	99.110	98.932	98.754	98.576	98.398	98.220	98.042	97.864	97.686	97.508	97.330	97.152	96.974	96.796	96.618	96.440	96.262	96.084	95.906	95.728	95.550	95.372	95.194	95.016	94.838	94.660	94.482	94.304	94.126	93.948	93.770	93.592	93.415	93.237	93.059	92.881	92.703	92.525	92.347	92.169	91.991	91.813	91.635	91.457	91.279	91.101	90.923	90.745	90.567	90.389	90.211	90.033	89.855	89.677	89.499	89.321	89.143	88.965	88.787	88.609	88.431	88.253	88.075	87.897	87.719	87.541	87.363	87.185	87.007	86.829	86.651	86.473	86.295	86.117	85.939	85.761	85.583	85.405	85.227	85.049	84.871	84.693	84.515	84.337	84.159	83.981	83.803	83.625	83.447	83.269	83.091	82.913	82.735	82.557	82.379	82.201	82.023	81.845	81.667	81.489	81.311	81.133	80.955	80.777	80.599	80.421	80.244	80.066	79.888	79.710	79.532	79.354	79.176	78.998	78.820	78.642	78.464	78.286	78.108	77.930	77.752	77.574	77.396	77.218	77.040	76.862	76.684	76.506	76.328	76.150	75.972	75.794	75.616	75.438	75.260	75.082	74.904	74.726	74.548	74.370	74.192	74.014	73.836	73.658	73.480	73.302	73.124	72.946	72.768	72.590	72.412	72.234	72.056	71.878	71.700	71.522	71.344	71.166	70.988	70.810	70.632	70.454	70.276	70.098	69.920	69.742	69.564	69.386	69.208	69.030	68.852	68.674	68.496	68.318	68.140	67.962	67.784	67.606	67.428	67.251	67.073	66.895	66.717	66.539	66.361	66.183	66.005	65.827	65.649	65.471	65.293	65.115	64.937	64.759	64.581	64.403	64.225	64.047	63.869	63.691	63.513	63.335	63.157	62.979	62.801	62.623	62.445	62.267	62.089	61.911	61.733	61.555	61.377	61.199	61.021	60.843	60.665	60.487	60.309	60.131	59.953	59.775	59.597	59.419	59.241	59.063	58.885	58.707	58.529	58.351	58.173	57.995	57.817	57.639	57.461	57.283	57.105	56.927	56.749	56.571	56.393	56.215	56.037	55.859	55.681	55.503
99.822	99.643	99.465	99.287	99.108	98.930	98.752	98.573	98.395	98.217	98.039	97.860	97.682	97.504	97.325	97.147	96.969	96.790	96.612	96.434	96.255	96.077	95.899	95.720	95.542	95.364	95.185	95.007	94.829	94.650	94.472	94.294	94.116	93.937	93.759	93.581	93.402	93.224	93.046	92.867	92.689	92.511	92.332	92.154	91.976	91.797	91.619	91.441	91.262	91.084	90.906	90.728	90.549	90.371	90.193	90.014	89.836	89.658	89.479	89.301	89.123	88.944	88.766	88.588	88.409	88.231	88.053	87.874	87.696	87.518	87.339	87.161	86.983	86.805	86.626	86.448	86.270	86.091	85.913	85.735	85.556	85.378	85.200	85.021	84.843	84.665	84.486	84.308	84.130	83.951	83.773	83.595	83.417	83.238	83.060	82.882	82.703	82.525	82.347	82.168	81.990	81.812	81.633	81.455	81.277	81.098	80.920	80.742	80.563	80.385	80.207	80.029	79.850	79.672	79.494	79.315	79.137	78.959	78.780	78.602	78.424	78.245	78.067	77.889	77.710	77.532	77.354	77.175	76.997	76.819	76.640	76.462	76.284	76.106	75.927	75.749	75.571	75.392	75.214	75.036	74.857	74.679	74.501	74.322	74.144	73.966	73.787	73.609	73.431	73.252	73.074	72.896	72.718	72.539	72.361	72.183	72.004	71.826	71.648	71.469	71.291	71.113	70.934	70.756	70.578	70.399	70.221	70.043	69.864	69.686	69.508	69.329	69.151	68.973	68.795	68.616	68.438	68.260	68.081	67.903	67.725	67.546	67.368	67.190	67.011	66.833	66.655	66.476	66.298	66.120	65.941	65.763	65.585	65.407	65.228	65.050	64.872	64.693	64.515	64.337	64.158	63.980	63.802	63.623	63.445	63.267	63.088	62.910	62.732	62.553	62.375	62.197	62.018	61.840	61.662	61.484	61.305	61.127	60.949	60.770	60.592	60.414	60.235	60.057	59.879	59.700	59.522	59.344	59.165	58.987	58.809	58.630	58.452	58.274	58.096	57.917	57.739	57.561	57.382	57.204	57.026	56.847	56.669	56.491	56.312	56.134	55.956	55.777	55.599	55.421
99.821	99.643	99.464	99.285	99.107	98.928	98.749	98.571	98.392	98.214	98.035	97.856	97.678	97.499	97.320	97.142	96.963	96.784	96.606	96.427	96.248	96.070	95.891	95.712	95.534	95.355	95.177	94.998	94.819	94.641	94.462	94.283	94.105	93.926	93.747	93.569	93.390	93.211	93.033	92.854	92.675	92.497	92.318	92.140	91.961	91.782	91.604	91.425	91.246	91.068	90.889	90.710	90.532	90.353	90.174	89.996	89.817	89.638	89.460	89.281	89.103	88.924	88.745	88.567	88.388	88.209	88.031	87.852	87.673	87.495	87.316	87.137	86.959	86.780	86.601	86.423	86.244	86.066	85.887	85.708	85.530	85.351	85.172	84.994	84.815	84.636	84.458	84.279	84.100	83.922	83.743	83.564	83.386	83.207	83.029	82.850	82.671	82.493	82.314	82.135	81.957	81.778	81.599	81.421	81.242	81.063	80.885	80.706	80.527	80.349	80.170	79.992	79.813	79.634	79.456	79.277	79.098	78.920	78.741	78.562	78.384	78.205	78.026	77.848	77.669	77.491	77.312	77.133	76.955	76.776	76.597	76.419	76.240	76.061	75.883	75.704	75.525	75.347	75.168	74.989	74.811	74.632	74.454	74.275	74.096	73.918	73.739	73.560	73.382	73.203	73.024	72.846	72.667	72.488	72.310	72.131	71.952	71.774	71.595	71.417	71.238	71.059	70.881	70.702	70.523	70.345	70.166	69.987	69.809	69.630	69.451	69.273	69.094	68.915	68.737	68.558	68.380	68.201	68.022	67.844	67.665	67.486	67.308	67.129	66.950	66.772	66.593	66.414	66.236	66.057	65.878	65.700	65.521	65.343	65.164	64.985	64.807	64.628	64.449	64.271	64.092	63.913	63.735	63.556	63.377	63.199	63.020	62.841	62.663	62.484	62.306	62.127	61.948	61.770	61.591	61.412	61.234	61.055	60.876	60.698	60.519	60.340	60.162	59.983	59.804	59.626	59.447	59.269	59.090	58.911	58.733	58.554	58.375	58.197	58.018	57.839	57.661	57.482	57.303	57.125	56.946	56.767	56.589	56.410	56.232	56.053	55.874	55.696	55.517	55.338
99.821	99.642	99.463	99.284	99.105	98.926	98.747	98.568	98.389	98.210	98.031	97.852	97.673	97.494	97.315	97.136	96.957	96.778	96.599	96.420	96.242	96.063	95.884	95.705	95.526	95.347	95.168	94.989	94.810	94.631	94.452	94.273	94.094	93.915	93.736	93.557	93.378	93.199	93.020	92.841	92.662	92.483	92.304	92.125	91.946	91.767	91.588	91.409	91.230	91.051	90.872	90.693	90.514	90.335	90.156	89.977	89.798	89.619	89.440	89.261	89.082	88.903	88.725	88.546	88.367	88.188	88.009	87.830	87.651	87.472	87.293	87.114	86.935	86.756	86.577	86.398	86.219	86.040	85.861	85.682	85.503	85.324	85.145	84.966	84.787	84.608	84.429	84.250	84.071	83.892	83.713	83.534	83.355	83.176	82.997	82.818	82.639	82.460	82.281	82.102	81.923	81.744	81.565	81.387	81.208	81.029	80.850	80.671	80.492	80.313	80.134	79.955	79.776	79.597	79.418	79.239	79.060	78.881	78.702	78.523	78.344	78.165	77.986	77.807	77.628	77.449	77.270	77.091	76.912	76.733	76.554	76.375	76.196	76.017	75.838	75.659	75.480	75.301	75.122	74.943	74.764	74.585	74.406	74.227	74.048	73.870	73.691	73.512	73.333	73.154	72.975	72.796	72.617	72.438	72.259	72.080	71.901	71.722	71.543	71.364	71.185	71.006	70.827	70.648	70.469	70.290	70.111	69.932	69.753	69.574	69.395	69.216	69.037	68.858	68.679	68.500	68.321	68.142	67.963	67.784	67.605	67.426	67.247	67.068	66.889	66.710	66.532	66.353	66.174	65.995	65.816	65.637	65.458	65.279	65.100	64.921	64.742	64.563	64.384	64.205	64.026	63.847	63.668	63.489	63.310	63.131	62.952	62.773	62.594	62.415	62.236	62.057	61.878	61.699	61.520	61.341	61.162	60.983	60.804	60.625	60.446	60.267	60.088	59.909	59.730	59.551	59.372	59.194	59.015	58.836	58.657	58.478	58.299	58.120	57.941	57.762	57.583	57.404	57.225	57.046	56.867	56.688	56.509	56.330	56.151	55.972	55.793	55.614	55.435	55.256
99.821	99.641	99.462	99.283	99.103	98.924	98.745	98.566	98.386	98.207	98.028	97.848	97.669	97.490	97.310	97.131	96.952	96.773	96.593	96.414	96.235	96.055	95.876	95.697	95.517	95.338	95.159	94.979	94.800	94.621	94.442	94.262	94.083	93.904	93.724	93.545	93.366	93.186	93.007	92.828	92.649	92.469	92.290	92.111	91.931	91.752	91.573	91.393	91.214	91.035	90.855	90.676	90.497	90.318	90.138	89.959	89.780	89.600	89.421	89.242	89.062	88.883	88.704	88.525	88.345	88.166	87.987	87.807	87.628	87.449	87.269	87.090	86.911	86.732	86.552	86.373	86.194	86.014	85.835	85.656	85.476	85.297	85.118	84.938	84.759	84.580	84.401	84.221	84.042	83.863	83.683	83.504	83.325	83.145	82.966	82.787	82.608	82.428	82.249	82.070	81.890	81.711	81.532	81.352	81.173	80.994	80.814	80.635	80.456	80.277	80.097	79.918	79.739	79.559	79.380	79.201	79.021	78.842	78.663	78.484	78.304	78.125	77.946	77.766	77.587	77.408	77.228	77.049	76.870	76.690	76.511	76.332	76.153	75.973	75.794	75.615	75.435	75.256	75.077	74.897	74.718	74.539	74.360	74.180	74.001	73.822	73.642	73.463	73.284	73.104	72.925	72.746	72.566	72.387	72.208	72.029	71.849	71.670	71.491	71.311	71.132	70.953	70.773	70.594	70.415	70.236	70.056	69.877	69.698	69.518	69.339	69.160	68.980	68.801	68.622	68.443	68.263	68.084	67.905	67.725	67.546	67.367	67.187	67.008	66.829	66.649	66.470	66.291	66.112	65.932	65.753	65.574	65.394	65.215	65.036	64.856	64.677	64.498	64.319	64.139	63.960	63.781	63.601	63.422	63.243	63.063	62.884	62.705	62.525	62.346	62.167	61.988	61.808	61.629	61.450	61.270	61.091	60.912	60.732	60.553	60.374	60.195	60.015	59.836	59.657	59.477	59.298	59.119	58.939	58.760	58.581	58.401	58.222	58.043	57.864	57.684	57.505	57.326	57.146	56.967	56.788	56.608	56.429	56.250	56.071	55.891	55.712	55.533	55.353	55.174
